most_efficient_project_set,highest_efficiency_attained,final_project_set,final_efficiency,budget_increase_count,len_budget_increase_list,max_budget_increase,min_budget_increase,avg_budget_increase,monotonic_violation
"[2263, 1678, 1789, 2288, 583, 2299, 2302, 1095, 2369, 601, 2312]",191647/200000,"[2263, 1678, 1789, 2288, 583, 2299, 2302, 1095, 2369, 601, 2312, 2387, 2465, 253]",423203/200000,89,14,140090885296859375/213450083931513,29456816262875/20391476188083,685444779041655432439/8838895038161789601,1
